ชื่อ,รหัส 9 หลักใหม่,รหัส 9 หลัก,รหัส 5 หลัก,เลขอนุญาตให้ประกอบสถานบริการสุขภาพ 11 หลัก,ประเภทองค์กร,ประเภทหน่วยบริการสุขภาพ,สังกัด,แผนก/กรม,ระดับโรงพยาบาล,เตียงที่ใช้จริง,สถานะการใช้งาน,เขตบริการ,health_region_id,ที่อยู่,code,จังหวัด,รหัสอำเภอ,อำเภอ/เขต,รหัสตำบล,ตำบล/แขวง,หมู่,รหัสไปรษณีย์,แม่ข่าย,วันที่ก่อตั้ง,วันที่ปิดบริการ,อัพเดตล่าสุด(เริ่ม 05/09/2566)
โรงพยาบาลเฉลิมพระเกียรติ,EA0024692,2469200,24692,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F2 - โรงพยาบาลชุมชนขนาดกลาง,36,กำลังใช้งาน,เขตสุขภาพที่ 9,9,444,30,นครราชสีมา,3032,เฉลิมพระเกียรติ,303202,ท่าช้าง,15,30230,,1/6/2011,,6/12/2023
โรงพยาบาลทองแสนขัน,EA0011165,1116500,11165,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F2 - โรงพยาบาลชุมชนขนาดกลาง,30,กำลังใช้งาน,เขตสุขภาพที่ 2,2,,53,อุตรดิตถ์,5309,ทองแสนขัน,530902,บ่อทอง,9,53230,,,,28/8/2025
โรงพยาบาลวังสมบูรณ์,EA0028849,2884900,28849,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F2 - โรงพยาบาลชุมชนขนาดกลาง,34,กำลังใช้งาน,เขตสุขภาพที่ 6,6,,27,สระแก้ว,2709,วังสมบูรณ์,270901,วังสมบูรณ์,4,27250,,1/3/2013,,6/12/2023
โรงพยาบาลชลบุรี,EA0010662,1066200,10662,,รัฐบาล,โรงพยาบาลศูนย์,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,A - โรงพยาบาลศูนย์,932,กำลังใช้งาน,เขตสุขภาพที่ 6,6,69,20,ชลบุรี,2001,เมืองชลบุรี,200105,บ้านสวน,2,20000,,,,27/8/2025
โรงพยาบาลสุไหงปาดี,EA0011442,1144200,11442,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F2 - โรงพยาบาลชุมชนขนาดกลาง,41,กำลังใช้งาน,เขตสุขภาพที่ 12,12,334 ถ.จารุเสถียร,96,นราธิวาส,9611,สุไหงปาดี,961101,ปะลุรู,1,96141,,,,6/12/2023
โรงพยาบาลถ้ำพรรณรา,EA0011339,1133900,11339,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F3 - โรงพยาบาลชุมชนขนาดเล็ก,26,กำลังใช้งาน,เขตสุขภาพที่ 11,11,,80,นครศรีธรรมราช,8018,ถ้ำพรรณรา,801801,ถ้ำพรรณรา,2,,,,,6/12/2023
โรงพยาบาลบ้านบึง,EA0010817,1081700,10817,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,M2 - โรงพยาบาลชุมชนแม่ข่าย,184,กำลังใช้งาน,เขตสุขภาพที่ 6,6,3 ซ.บ้านบึง-ชลบุรี 19 ถ.บ้านบึง-ชลบุรี,20,ชลบุรี,2002,บ้านบึง,200201,บ้านบึง,1,20170,,,,27/8/2025
โรงพยาบาลเนินมะปราง,EA0011257,1125700,11257,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F2 - โรงพยาบาลชุมชนขนาดกลาง,39,กำลังใช้งาน,เขตสุขภาพที่ 2,2,364 บ้านเนินมะปราง,65,พิษณุโลก,6509,เนินมะปราง,650906,เนินมะปราง,2,,,,,28/8/2025
โรงพยาบาลท่าวังผา,EA0011176,1117600,11176,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F1 - โรงพยาบาลชุมชนขนาดใหญ่,54,กำลังใช้งาน,เขตสุขภาพที่ 1,1,84,55,น่าน,5506,ท่าวังผา,550609,ท่าวังผา,6,55140,,,,28/8/2025
โรงพยาบาลบ้านแพง,EA0011106,1110600,11106,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F2 - โรงพยาบาลชุมชนขนาดกลาง,65,กำลังใช้งาน,เขตสุขภาพที่ 8,8,339 ถ.หนองคาย-นครพนม,48,นครพนม,4804,บ้านแพง,480401,บ้านแพง,2,48140,,,,28/8/2025
โรงพยาบาลนภาลัย,EA0011306,1130600,11306,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F1 - โรงพยาบาลชุมชนขนาดใหญ่,90,กำลังใช้งาน,เขตสุขภาพที่ 5,5,34 ถ.อัมพวา-บางนกแขวก,75,สมุทรสงคราม,7502,บางคนที,750201,กระดังงา,6,75120,,,,6/12/2023
โรงพยาบาลพรหมพิราม,EA0011254,1125400,11254,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F2 - โรงพยาบาลชุมชนขนาดกลาง,50,กำลังใช้งาน,เขตสุขภาพที่ 2,2,479 บ้านพรหมพิราม,65,พิษณุโลก,6506,พรหมพิราม,650601,พรหมพิราม,1,,,,,19/3/2024
โรงพยาบาลลี้,EA0011142,1114200,11142,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F1 - โรงพยาบาลชุมชนขนาดใหญ่,99,กำลังใช้งาน,เขตสุขภาพที่ 1,1,49 ถ.พหลโยธิน,51,ลำพูน,5104,ลี้,510401,ลี้,4,51110,,,,28/8/2025
โรงพยาบาลพนมสารคาม,EA0010854,1085400,10854,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,M2 - โรงพยาบาลชุมชนแม่ข่าย,200,กำลังใช้งาน,เขตสุขภาพที่ 6,6,490 ถ.ฉะเชิงเทรา-กบินทร์บุรี,24,ฉะเชิงเทรา,2406,พนมสารคาม,240606,ท่าถ่าน,4,24120,,,,27/8/2025
โรงพยาบาลยะรัง,EA0011430,1143000,11430,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F2 - โรงพยาบาลชุมชนขนาดกลาง,60,กำลังใช้งาน,เขตสุขภาพที่ 12,12,106 ถ.ยะรัง,94,ปัตตานี,9410,ยะรัง,941006,ปิตูมุดี,1,96160,,,,31/8/2025
โรงพยาบาลสรรคบุรี,EA0010805,1080500,10805,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,F1 - โรงพยาบาลชุมชนขนาดใหญ่,60,กำลังใช้งาน,เขตสุขภาพที่ 3,3,108 ถ.ชัยนาท-สุพรรณบุรี,18,ชัยนาท,1805,สรรคบุรี,180501,แพรกศรีราชา,8,,,,,6/12/2023
โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ 19,EA0011282,1128200,11282,,รัฐบาล,โรงพยาบาลชุมชน,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,M2 - โรงพยาบาลชุมชนแม่ข่าย,141,กำลังใช้งาน,เขตสุขภาพที่ 5,5,978/1,71,กาญจนบุรี,7106,ท่าม่วง,710601,ท่าม่วง,1,71110,,,,31/8/2023
